kernel_rbf,kernel_poly,kernel_linear,c,gamma,degree,perf-on-seismic,perf-on-ijcnn1,perf-on-colon-cancer,perf-on-car,perf-on-pima,perf-on-cod-rna,perf-on-tic-tac-toe,perf-on-pendigits,perf-on-usps,perf-on-sonar-scale,perf-on-vehicle,perf-on-abalone,perf-on-magic,perf-on-australian,perf-on-kr-vs-k,perf-on-crx,perf-on-monk-2,perf-on-segment,perf-on-breast-cancer,perf-on-german-numer,perf-on-led7digit,perf-on-haberman,perf-on-lymphography,perf-on-winequality-red,perf-on-bands,perf-on-letter,perf-on-wine,perf-on-W8A,perf-on-wisconsin,perf-on-shuttle,perf-on-phoneme,perf-on-spambase,perf-on-diabetes,perf-on-appendicitis,perf-on-ecoli,perf-on-wdbc,perf-on-housevotes,perf-on-titanic,perf-on-A9A,perf-on-twonorm,perf-on-chess,perf-on-splice,perf-on-banana,perf-on-ring,perf-on-spectfheart,perf-on-bupa,perf-on-coil2000,perf-on-saheart,perf-on-yeast,perf-on-automobile
1.0,0.0,0.0,0.0,0.3252574989159953,0.0,0.723942,0.984728,0.692308,0.713873,0.733766,0.968444,0.6875,0.68895,0.177957,0.547619,0.476471,0.269461,0.863565,0.615942,0.164113,0.679389,0.586207,0.924242,0.854015,0.745,0.69,0.629032,0.433333,0.634375,0.671233,0.876,0.416667,0.983926,0.934307,0.996897,0.862165,0.920652,0.623377,0.818182,0.823529,0.912281,0.765957,0.764172,0.780428,0.980405,0.503125,0.588976,0.904717,0.980405,0.740741,0.73913,0.940967,0.591398,0.606061,0.5
1.0,0.0,0.0,0.0,0.0752574989159953,0.0,0.763778,0.988438,0.692308,0.713873,0.753247,0.968414,0.6875,0.989086,0.268817,0.642857,0.735294,0.252695,0.861987,0.826087,0.320385,0.763359,0.942529,0.967532,0.941606,0.745,0.71,0.677419,0.433333,0.61875,0.767123,0.963,1.0,0.983926,0.963504,0.995862,0.803885,0.929348,0.746753,0.909091,0.852941,0.982456,0.765957,0.764172,0.780428,0.980405,0.61875,0.606299,0.716038,0.981081,0.777778,0.797101,0.940967,0.645161,0.589226,0.53125
1.0,0.0,0.0,0.0,0.4247425010840047,0.0,0.652492,0.973284,0.692308,0.713873,0.688312,0.965651,0.6875,0.335152,0.177419,0.547619,0.335294,0.269461,0.859621,0.550725,0.164113,0.656489,0.505747,0.820346,0.817518,0.745,0.69,0.629032,0.433333,0.6625,0.671233,0.532,0.416667,0.983926,0.890511,0.997241,0.880666,0.886957,0.623377,0.772727,0.691176,0.587719,0.765957,0.764172,0.780428,0.761486,0.503125,0.588976,0.903774,0.87973,0.740741,0.681159,0.939949,0.591398,0.599327,0.3125
1.0,0.0,0.0,0.0,0.1747425010840047,0.0,0.760987,0.990016,0.692308,0.713873,0.733766,0.969244,0.6875,0.947249,0.221505,0.547619,0.688235,0.252695,0.863828,0.782609,0.164113,0.748092,0.91954,0.965368,0.927007,0.745,0.69,0.677419,0.433333,0.625,0.767123,0.964667,0.75,0.983926,0.963504,0.996897,0.834413,0.930435,0.707792,0.909091,0.852941,0.964912,0.765957,0.764172,0.780428,0.981757,0.503125,0.590551,0.861321,0.980405,0.740741,0.73913,0.940967,0.645161,0.602694,0.53125
1.0,0.0,0.0,0.16666666666666666,-1.0,0.0,0.69187,0.902648,0.692308,0.713873,0.668831,0.850795,0.6875,0.695771,0.92043,0.547619,0.252941,0.155689,0.654837,0.543478,0.164113,0.557252,0.505747,0.121212,0.591241,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.0363333,0.416667,0.970479,0.635036,0.781954,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.574468,0.659864,0.840004,0.500676,0.601562,0.847244,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.16666666666666666,-0.75,0.0,0.702984,0.902648,0.769231,0.713873,0.668831,0.953587,0.6875,0.901774,0.95,0.690476,0.376471,0.155689,0.760515,0.855072,0.2598,0.824427,0.505747,0.74026,0.970803,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.417667,0.416667,0.980371,0.934307,0.878161,0.708603,0.63587,0.62987,0.772727,0.382353,0.605263,0.914894,0.659864,0.844406,0.982432,0.898438,0.859843,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.16666666666666666,-0.5,0.0,0.722826,0.918235,0.692308,0.806358,0.668831,0.96017,0.796875,0.974079,0.97957,0.785714,0.658824,0.2,0.783386,0.855072,0.414647,0.824427,0.793103,0.88961,0.970803,0.785,0.6,0.677419,0.7,0.5625,0.671233,0.749,0.972222,0.988331,0.970803,0.920805,0.728955,0.813043,0.75974,0.772727,0.382353,0.947368,0.978723,0.759637,0.845737,0.981757,0.923438,0.899213,0.55,0.778378,0.740741,0.681159,0.942494,0.602151,0.299663,0.5
1.0,0.0,0.0,0.16666666666666666,-0.3252574989159953,0.0,0.736527,0.946687,0.692308,0.971098,0.733766,0.962827,0.989583,0.989086,0.972581,0.833333,0.729412,0.221557,0.815983,0.862319,0.632038,0.824427,0.735632,0.926407,0.970803,0.77,0.71,0.677419,0.733333,0.596875,0.671233,0.83,1.0,0.988022,0.970803,0.964943,0.756707,0.871739,0.772727,0.772727,0.705882,0.964912,0.978723,0.759637,0.844099,0.982432,0.96875,0.914961,0.55,0.858784,0.740741,0.681159,0.942494,0.645161,0.420875,0.71875
1.0,0.0,0.0,0.16666666666666666,-0.25,0.0,0.743073,0.964524,0.692308,0.982659,0.753247,0.963537,0.989583,0.994088,0.894086,0.785714,0.764706,0.222754,0.833333,0.855072,0.753386,0.816794,0.770115,0.941558,0.970803,0.76,0.72,0.677419,0.733333,0.596875,0.69863,0.866,1.0,0.986244,0.970803,0.972989,0.758557,0.88587,0.772727,0.954545,0.75,0.991228,0.978723,0.759637,0.837752,0.982432,0.992188,0.870866,0.55,0.937838,0.740741,0.681159,0.942494,0.645161,0.505051,0.6875
1.0,0.0,0.0,0.16666666666666666,-0.0752574989159953,0.0,0.759769,0.982203,0.692308,0.99711,0.753247,0.966692,0.994792,0.996362,0.353226,0.761905,0.794118,0.252695,0.854627,0.826087,0.889879,0.816794,0.942529,0.952381,0.963504,0.75,0.71,0.677419,0.666667,0.59375,0.726027,0.943667,1.0,0.98408,0.963504,0.993333,0.773358,0.927174,0.746753,1.0,0.838235,0.991228,0.978723,0.764172,0.780428,0.982432,0.982812,0.640945,0.642453,0.979054,0.740741,0.73913,0.943003,0.645161,0.585859,0.75
1.0,0.0,0.0,0.16666666666666666,0.75,0.0,0.501522,0.925694,0.692308,0.713873,0.668831,0.790415,0.6875,0.0995907,0.177419,0.547619,0.252941,0.216766,0.667718,0.543478,0.164113,0.557252,0.505747,0.320346,0.59854,0.745,0.69,0.677419,0.433333,0.625,0.671233,0.111,0.416667,0.983926,0.737226,0.997241,0.86124,0.795652,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.780428,0.500676,0.503125,0.588976,0.904717,0.495946,0.740741,0.666667,0.938422,0.602151,0.309764,0.21875
1.0,0.0,0.0,0.16666666666666666,0.5000000000000001,0.0,0.598346,0.964958,0.692308,0.713873,0.649351,0.960215,0.6875,0.155525,0.177419,0.547619,0.264706,0.258683,0.850683,0.536232,0.164113,0.641221,0.505747,0.746753,0.59854,0.745,0.69,0.645161,0.433333,0.678125,0.671233,0.254,0.416667,0.983926,0.868613,0.997241,0.895467,0.867391,0.623377,0.772727,0.529412,0.578947,0.765957,0.764172,0.780428,0.501351,0.503125,0.588976,0.90283,0.803378,0.740741,0.695652,0.937405,0.602151,0.555556,0.375
1.0,0.0,0.0,0.16666666666666666,0.25000000000000006,0.0,0.751446,0.99191,0.692308,0.713873,0.733766,0.970633,0.6875,0.840382,0.195699,0.547619,0.611765,0.270659,0.868034,0.710145,0.164113,0.740458,0.781609,0.952381,0.905109,0.745,0.69,0.645161,0.433333,0.628125,0.753425,0.958333,0.472222,0.983926,0.956204,0.997011,0.86124,0.926087,0.662338,0.818182,0.823529,0.929825,0.765957,0.764172,0.780428,0.980405,0.503125,0.588976,0.899057,0.980405,0.740741,0.695652,0.936896,0.634409,0.609428,0.5
1.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.765858,0.988201,0.692308,0.939306,0.766234,0.967961,0.708333,0.994543,0.299462,0.761905,0.764706,0.244311,0.861462,0.826087,0.809159,0.816794,0.942529,0.967532,0.963504,0.735,0.71,0.677419,0.433333,0.590625,0.767123,0.962,1.0,0.983926,0.963504,0.995517,0.79371,0.929348,0.753247,0.954545,0.867647,0.991228,0.914894,0.764172,0.780428,0.980405,0.96875,0.622047,0.666981,0.983108,0.759259,0.768116,0.938931,0.655914,0.589226,0.625
1.0,0.0,0.0,0.16666666666666666,0.3252574989159953,0.0,0.723232,0.987096,0.692308,0.713873,0.688312,0.969969,0.6875,0.709868,0.178495,0.547619,0.5,0.270659,0.863828,0.630435,0.164113,0.679389,0.586207,0.928571,0.868613,0.745,0.69,0.629032,0.433333,0.634375,0.671233,0.882333,0.416667,0.983926,0.934307,0.997241,0.87049,0.927174,0.616883,0.818182,0.808824,0.903509,0.765957,0.764172,0.780428,0.979054,0.503125,0.588976,0.904717,0.980405,0.740741,0.695652,0.936896,0.580645,0.602694,0.5
1.0,0.0,0.0,0.16666666666666666,0.0752574989159953,0.0,0.767837,0.990687,0.692308,0.713873,0.74026,0.968625,0.6875,0.989086,0.272581,0.642857,0.729412,0.253892,0.862513,0.804348,0.34355,0.770992,0.942529,0.965368,0.941606,0.74,0.7,0.677419,0.433333,0.615625,0.808219,0.967,1.0,0.983926,0.956204,0.996437,0.80481,0.933696,0.753247,0.909091,0.838235,0.982456,0.765957,0.764172,0.780428,0.981081,0.696875,0.612598,0.75566,0.983108,0.777778,0.797101,0.933842,0.634409,0.602694,0.53125
1.0,0.0,0.0,0.16666666666666666,0.4247425010840047,0.0,0.655435,0.976047,0.692308,0.713873,0.681818,0.966979,0.6875,0.372442,0.177419,0.547619,0.341176,0.267066,0.859884,0.557971,0.164113,0.648855,0.505747,0.837662,0.817518,0.745,0.69,0.612903,0.433333,0.671875,0.671233,0.564,0.416667,0.983926,0.890511,0.997471,0.891767,0.893478,0.616883,0.772727,0.720588,0.587719,0.765957,0.764172,0.780428,0.763514,0.503125,0.588976,0.903774,0.886486,0.740741,0.666667,0.936896,0.580645,0.589226,0.375
1.0,0.0,0.0,0.16666666666666666,0.1747425010840047,0.0,0.764183,0.992068,0.692308,0.713873,0.733766,0.97012,0.6875,0.953161,0.232258,0.547619,0.711765,0.268263,0.866193,0.782609,0.164113,0.748092,0.896552,0.971861,0.934307,0.745,0.69,0.693548,0.433333,0.63125,0.835616,0.97,0.75,0.983926,0.963504,0.996437,0.839038,0.933696,0.681818,0.863636,0.838235,0.964912,0.765957,0.764172,0.780428,0.981081,0.503125,0.604724,0.873585,0.979054,0.796296,0.724638,0.936387,0.634409,0.619529,0.53125
1.0,0.0,0.0,0.8333333333333334,-1.0,0.0,0.705724,0.902648,0.769231,0.713873,0.668831,0.953119,0.6875,0.915871,0.948387,0.738095,0.394118,0.155689,0.767087,0.855072,0.305773,0.824427,0.505747,0.841991,0.970803,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.530667,0.5,0.981839,0.941606,0.905862,0.708603,0.63587,0.62987,0.772727,0.382353,0.710526,0.914894,0.759637,0.846453,0.983784,0.89375,0.864567,0.55,0.55473,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.8333333333333334,-0.75,0.0,0.721608,0.913145,0.769231,0.895954,0.675325,0.957543,0.869792,0.971805,0.97043,0.761905,0.7,0.209581,0.784437,0.855072,0.416251,0.824427,0.747126,0.900433,0.970803,0.785,0.71,0.677419,0.7,0.6,0.671233,0.775,0.972222,0.986167,0.970803,0.937586,0.740056,0.831522,0.798701,0.772727,0.529412,0.95614,0.978723,0.759637,0.844099,0.982432,0.923438,0.864567,0.55,0.774324,0.740741,0.681159,0.942494,0.602151,0.306397,0.5
1.0,0.0,0.0,0.8333333333333334,-0.5,0.0,0.739267,0.953041,0.692308,0.982659,0.74026,0.962752,0.989583,0.986812,0.980108,0.833333,0.770588,0.234731,0.80836,0.862319,0.61511,0.824427,0.735632,0.935065,0.970803,0.775,0.71,0.677419,0.666667,0.6,0.712329,0.850333,1.0,0.989567,0.963504,0.97046,0.759482,0.891304,0.766234,0.954545,0.764706,0.982456,0.978723,0.759637,0.845225,0.982432,0.984375,0.908661,0.55,0.833784,0.740741,0.681159,0.942494,0.677419,0.548822,0.6875
1.0,0.0,0.0,0.8333333333333334,-0.3252574989159953,0.0,0.752309,0.979362,0.692308,0.99422,0.746753,0.964563,0.989583,0.995907,0.973118,0.833333,0.817647,0.249102,0.845952,0.847826,0.838204,0.793893,0.942529,0.954545,0.956204,0.745,0.74,0.677419,0.666667,0.59375,0.739726,0.91,1.0,0.989258,0.963504,0.983793,0.762257,0.923913,0.785714,1.0,0.764706,0.982456,0.978723,0.764172,0.815437,0.982432,0.99375,0.92126,0.551887,0.966216,0.796296,0.710145,0.942494,0.666667,0.59596,0.84375
1.0,0.0,0.0,0.8333333333333334,-0.25,0.0,0.758754,0.984926,0.692308,0.99711,0.746753,0.965832,1.0,0.994998,0.894086,0.833333,0.835294,0.243114,0.853838,0.818841,0.893799,0.78626,0.942529,0.965368,0.956204,0.72,0.73,0.677419,0.7,0.575,0.739726,0.936667,1.0,0.986476,0.963504,0.991494,0.765957,0.928261,0.766234,1.0,0.779412,0.982456,0.957447,0.764172,0.820657,0.982432,0.992188,0.870866,0.637736,0.979054,0.796296,0.710145,0.940967,0.666667,0.602694,0.875
1.0,0.0,0.0,0.8333333333333334,-0.0752574989159953,0.0,0.772557,0.990963,0.692308,0.99711,0.75974,0.968202,0.994792,0.995452,0.352688,0.761905,0.841176,0.262275,0.861199,0.818841,0.897363,0.78626,0.931034,0.974026,0.948905,0.72,0.71,0.677419,0.666667,0.63125,0.780822,0.966,1.0,0.98408,0.948905,0.996897,0.79741,0.932609,0.727273,1.0,0.838235,0.982456,0.978723,0.764172,0.780428,0.978378,0.982812,0.640945,0.675472,0.981081,0.777778,0.797101,0.920611,0.634409,0.602694,0.75
1.0,0.0,0.0,0.8333333333333334,0.75,0.0,0.501167,0.925694,0.692308,0.713873,0.668831,0.791563,0.6875,0.0995907,0.177419,0.547619,0.252941,0.20479,0.667455,0.543478,0.164113,0.557252,0.505747,0.320346,0.59854,0.745,0.69,0.677419,0.433333,0.625,0.671233,0.111,0.416667,0.983926,0.737226,0.997356,0.855689,0.795652,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.780428,0.500676,0.503125,0.588976,0.896226,0.495946,0.740741,0.666667,0.938422,0.602151,0.309764,0.21875
1.0,0.0,0.0,0.8333333333333334,0.5000000000000001,0.0,0.590429,0.964603,0.692308,0.713873,0.649351,0.960653,0.6875,0.155525,0.177419,0.547619,0.264706,0.207186,0.826761,0.536232,0.164113,0.641221,0.505747,0.746753,0.59854,0.745,0.69,0.645161,0.433333,0.671875,0.671233,0.254,0.416667,0.983926,0.868613,0.997816,0.905643,0.866304,0.623377,0.772727,0.529412,0.578947,0.765957,0.764172,0.780428,0.501351,0.503125,0.588976,0.904717,0.803378,0.740741,0.695652,0.937405,0.602151,0.52862,0.375
1.0,0.0,0.0,0.8333333333333334,0.25000000000000006,0.0,0.723688,0.991989,0.692308,0.713873,0.623377,0.971177,0.6875,0.840382,0.195699,0.547619,0.605882,0.262275,0.866456,0.702899,0.164113,0.740458,0.781609,0.952381,0.905109,0.745,0.69,0.629032,0.433333,0.640625,0.739726,0.958,0.472222,0.983926,0.956204,0.997816,0.879741,0.934783,0.642857,0.818182,0.779412,0.921053,0.765957,0.764172,0.780428,0.977703,0.503125,0.588976,0.904717,0.979054,0.740741,0.681159,0.933333,0.537634,0.582492,0.5
1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.7721,0.992463,0.692308,0.939306,0.753247,0.969063,0.708333,0.993633,0.298925,0.761905,0.788235,0.263473,0.865405,0.789855,0.809159,0.78626,0.942529,0.967532,0.956204,0.735,0.71,0.709677,0.433333,0.615625,0.767123,0.972667,1.0,0.983926,0.941606,0.997356,0.816836,0.931522,0.694805,0.909091,0.823529,0.973684,0.914894,0.764172,0.780428,0.975,0.96875,0.622047,0.773585,0.97973,0.777778,0.782609,0.919593,0.591398,0.585859,0.625
1.0,0.0,0.0,0.8333333333333334,0.3252574989159953,0.0,0.6973,0.986899,0.692308,0.713873,0.623377,0.970527,0.6875,0.709868,0.178495,0.547619,0.5,0.241916,0.859359,0.630435,0.164113,0.687023,0.586207,0.928571,0.868613,0.745,0.69,0.596774,0.433333,0.63125,0.671233,0.882333,0.416667,0.983926,0.934307,0.997701,0.888067,0.926087,0.616883,0.818182,0.779412,0.903509,0.765957,0.764172,0.780428,0.979054,0.503125,0.588976,0.903774,0.981757,0.740741,0.637681,0.934351,0.526882,0.582492,0.5
1.0,0.0,0.0,0.8333333333333334,0.0752574989159953,0.0,0.760225,0.99337,0.692308,0.713873,0.74026,0.969697,0.6875,0.988176,0.272581,0.642857,0.752941,0.270659,0.868822,0.782609,0.34355,0.755725,0.885057,0.974026,0.941606,0.74,0.7,0.709677,0.433333,0.634375,0.753425,0.975667,1.0,0.983926,0.956204,0.997126,0.840888,0.934783,0.655844,0.818182,0.823529,0.973684,0.765957,0.764172,0.780428,0.97027,0.696875,0.612598,0.861321,0.975,0.796296,0.724638,0.924682,0.677419,0.599327,0.53125
1.0,0.0,0.0,0.8333333333333334,0.4247425010840047,0.0,0.640313,0.975889,0.692308,0.713873,0.655844,0.966723,0.6875,0.372442,0.177419,0.547619,0.341176,0.215569,0.834385,0.557971,0.164113,0.656489,0.505747,0.837662,0.817518,0.745,0.69,0.66129,0.433333,0.65625,0.671233,0.564,0.416667,0.983926,0.890511,0.997816,0.899167,0.891304,0.616883,0.772727,0.676471,0.587719,0.765957,0.764172,0.780428,0.763514,0.503125,0.588976,0.901887,0.886486,0.740741,0.652174,0.936896,0.580645,0.511785,0.375
1.0,0.0,0.0,0.8333333333333334,0.1747425010840047,0.0,0.737846,0.99337,0.692308,0.713873,0.688312,0.971177,0.6875,0.952706,0.232258,0.547619,0.723529,0.267066,0.8704,0.753623,0.164113,0.748092,0.885057,0.974026,0.934307,0.745,0.69,0.66129,0.433333,0.65625,0.849315,0.970667,0.75,0.983926,0.963504,0.997586,0.86864,0.940217,0.62987,0.863636,0.808824,0.947368,0.765957,0.764172,0.780428,0.969595,0.503125,0.604724,0.895283,0.975,0.796296,0.695652,0.931298,0.55914,0.602694,0.53125
1.0,0.0,0.0,0.3333333333333333,-1.0,0.0,0.694205,0.902648,0.769231,0.713873,0.668831,0.939122,0.6875,0.822647,0.934946,0.547619,0.252941,0.155689,0.6551,0.565217,0.204918,0.557252,0.505747,0.350649,0.89781,0.745,0.06,0.677419,0.433333,0.45625,0.671233,0.066,0.416667,0.972411,0.635036,0.798046,0.708603,0.63587,0.62987,0.772727,0.382353,0.578947,0.829787,0.659864,0.842973,0.8,0.757812,0.853543,0.55,0.495946,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.3333333333333333,-0.75,0.0,0.708363,0.902648,0.769231,0.713873,0.668831,0.955172,0.6875,0.919964,0.954839,0.785714,0.405882,0.178443,0.769453,0.855072,0.313435,0.824427,0.505747,0.822511,0.970803,0.745,0.06,0.677419,0.466667,0.45625,0.671233,0.572,0.583333,0.982071,0.934307,0.910805,0.708603,0.638043,0.62987,0.772727,0.382353,0.754386,0.914894,0.759637,0.844611,0.983108,0.89375,0.864567,0.55,0.626351,0.740741,0.681159,0.942494,0.602151,0.299663,0.1875
1.0,0.0,0.0,0.3333333333333333,-0.5,0.0,0.727951,0.924312,0.692308,0.898844,0.675325,0.960864,0.921875,0.98181,0.982258,0.785714,0.717647,0.211976,0.787592,0.855072,0.442979,0.824427,0.793103,0.911255,0.970803,0.775,0.7,0.677419,0.7,0.603125,0.671233,0.787,0.944444,0.988872,0.970803,0.94046,0.744681,0.844565,0.792208,0.772727,0.573529,0.95614,0.978723,0.759637,0.846453,0.982432,0.929688,0.91811,0.55,0.783108,0.740741,0.681159,0.942494,0.602151,0.309764,0.53125
1.0,0.0,0.0,0.3333333333333333,-0.3252574989159953,0.0,0.741348,0.96113,0.692308,0.973988,0.753247,0.963099,0.989583,0.990905,0.972581,0.857143,0.758824,0.231138,0.830705,0.855072,0.711155,0.816794,0.735632,0.935065,0.970803,0.75,0.71,0.677419,0.733333,0.596875,0.712329,0.856667,1.0,0.988408,0.970803,0.970345,0.758557,0.880435,0.766234,0.909091,0.75,0.991228,0.978723,0.759637,0.83939,0.982432,0.990625,0.922835,0.55,0.9,0.740741,0.681159,0.942494,0.655914,0.501684,0.6875
1.0,0.0,0.0,0.3333333333333333,-0.25,0.0,0.747437,0.975376,0.692308,0.991329,0.74026,0.964216,0.989583,0.996362,0.894086,0.833333,0.8,0.237126,0.842271,0.847826,0.806308,0.801527,0.931034,0.943723,0.970803,0.755,0.72,0.677419,0.666667,0.59375,0.712329,0.889333,1.0,0.986321,0.970803,0.972069,0.760407,0.902174,0.792208,0.954545,0.794118,0.982456,0.978723,0.759637,0.828437,0.982432,0.992188,0.870866,0.55,0.956081,0.740741,0.681159,0.942494,0.655914,0.565657,0.78125
1.0,0.0,0.0,0.3333333333333333,-0.0752574989159953,0.0,0.765249,0.986701,0.692308,0.99711,0.75974,0.967115,0.994792,0.995907,0.353226,0.761905,0.811765,0.249102,0.85857,0.818841,0.897541,0.793893,0.942529,0.963203,0.956204,0.74,0.71,0.677419,0.666667,0.590625,0.753425,0.957,1.0,0.98408,0.963504,0.994943,0.780759,0.927174,0.753247,1.0,0.808824,0.991228,0.978723,0.764172,0.780428,0.981081,0.982812,0.640945,0.659434,0.981757,0.777778,0.753623,0.93944,0.666667,0.59596,0.75
1.0,0.0,0.0,0.3333333333333333,0.75,0.0,0.50137,0.925694,0.692308,0.713873,0.668831,0.790929,0.6875,0.0995907,0.177419,0.547619,0.252941,0.214371,0.667455,0.543478,0.164113,0.557252,0.505747,0.320346,0.59854,0.745,0.69,0.677419,0.433333,0.625,0.671233,0.111,0.416667,0.983926,0.737226,0.997241,0.858464,0.795652,0.62987,0.772727,0.382353,0.578947,0.765957,0.764172,0.780428,0.500676,0.503125,0.588976,0.901887,0.495946,0.740741,0.666667,0.938422,0.602151,0.309764,0.21875
1.0,0.0,0.0,0.3333333333333333,0.5000000000000001,0.0,0.59454,0.964682,0.692308,0.713873,0.649351,0.960985,0.6875,0.155525,0.177419,0.547619,0.264706,0.245509,0.842797,0.536232,0.164113,0.641221,0.505747,0.746753,0.59854,0.745,0.69,0.629032,0.433333,0.671875,0.671233,0.254,0.416667,0.983926,0.868613,0.997471,0.904718,0.867391,0.623377,0.772727,0.529412,0.578947,0.765957,0.764172,0.780428,0.501351,0.503125,0.588976,0.90283,0.803378,0.740741,0.695652,0.937405,0.602151,0.531987,0.375
1.0,0.0,0.0,0.3333333333333333,0.25000000000000006,0.0,0.745813,0.992147,0.692308,0.713873,0.74026,0.971101,0.6875,0.840382,0.195699,0.547619,0.605882,0.270659,0.866193,0.710145,0.164113,0.740458,0.781609,0.952381,0.905109,0.745,0.69,0.645161,0.433333,0.628125,0.739726,0.958,0.472222,0.983926,0.956204,0.997356,0.86494,0.934783,0.655844,0.818182,0.808824,0.921053,0.765957,0.764172,0.780428,0.978378,0.503125,0.588976,0.900943,0.97973,0.740741,0.695652,0.93486,0.623656,0.599327,0.5
1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.769106,0.990292,0.692308,0.939306,0.746753,0.968398,0.708333,0.994088,0.298925,0.761905,0.8,0.253892,0.860147,0.804348,0.809159,0.80916,0.942529,0.969697,0.963504,0.735,0.71,0.677419,0.433333,0.61875,0.794521,0.967667,1.0,0.983926,0.963504,0.996207,0.798335,0.932609,0.753247,0.954545,0.852941,0.991228,0.914894,0.764172,0.780428,0.981081,0.96875,0.622047,0.683019,0.983108,0.796296,0.782609,0.933333,0.655914,0.592593,0.625
1.0,0.0,0.0,0.3333333333333333,0.3252574989159953,0.0,0.71704,0.987135,0.692308,0.713873,0.675325,0.970452,0.6875,0.709868,0.178495,0.547619,0.5,0.275449,0.865142,0.630435,0.164113,0.679389,0.586207,0.928571,0.868613,0.745,0.69,0.612903,0.433333,0.653125,0.671233,0.882333,0.416667,0.983926,0.934307,0.997471,0.876966,0.930435,0.616883,0.818182,0.808824,0.903509,0.765957,0.764172,0.780428,0.979054,0.503125,0.588976,0.903774,0.981757,0.740741,0.681159,0.93486,0.537634,0.585859,0.5
1.0,0.0,0.0,0.3333333333333333,0.0752574989159953,0.0,0.770679,0.992305,0.692308,0.713873,0.746753,0.969199,0.6875,0.988631,0.272581,0.642857,0.747059,0.258683,0.863828,0.804348,0.34355,0.763359,0.91954,0.97619,0.941606,0.74,0.7,0.693548,0.433333,0.63125,0.780822,0.972,1.0,0.983926,0.956204,0.997011,0.815911,0.933696,0.727273,0.909091,0.852941,0.982456,0.765957,0.764172,0.780428,0.978378,0.696875,0.612598,0.803774,0.981081,0.796296,0.768116,0.931807,0.623656,0.609428,0.53125
1.0,0.0,0.0,0.3333333333333333,0.4247425010840047,0.0,0.648889,0.976126,0.692308,0.713873,0.655844,0.967628,0.6875,0.372442,0.177419,0.547619,0.341176,0.257485,0.852787,0.557971,0.164113,0.648855,0.505747,0.837662,0.817518,0.745,0.69,0.629032,0.433333,0.675,0.671233,0.564,0.416667,0.983926,0.890511,0.997586,0.896392,0.897826,0.616883,0.772727,0.691176,0.587719,0.765957,0.764172,0.780428,0.763514,0.503125,0.588976,0.90566,0.886486,0.740741,0.666667,0.936896,0.580645,0.579125,0.375
1.0,0.0,0.0,0.3333333333333333,0.1747425010840047,0.0,0.761088,0.993134,0.692308,0.713873,0.746753,0.970558,0.6875,0.952706,0.232258,0.547619,0.723529,0.277844,0.869348,0.782609,0.164113,0.748092,0.885057,0.971861,0.934307,0.745,0.69,0.677419,0.433333,0.628125,0.849315,0.971,0.75,0.983926,0.963504,0.997011,0.847364,0.933696,0.649351,0.863636,0.838235,0.95614,0.765957,0.764172,0.780428,0.975,0.503125,0.604724,0.880189,0.976351,0.796296,0.73913,0.933842,0.602151,0.622896,0.53125
1.0,0.0,0.0,1.0,-1.0,0.0,0.710697,0.902648,0.692308,0.809249,0.668831,0.953874,0.708333,0.932242,0.954301,0.714286,0.452941,0.177246,0.775237,0.855072,0.340342,0.824427,0.643678,0.841991,0.978102,0.76,0.16,0.677419,0.7,0.45625,0.671233,0.645667,0.916667,0.983539,0.963504,0.914253,0.708603,0.646739,0.62987,0.772727,0.382353,0.868421,0.914894,0.759637,0.846555,0.982432,0.898438,0.856693,0.55,0.730405,0.740741,0.681159,0.942494,0.602151,0.299663,0.375
1.0,0.0,0.0,1.0,-0.75,0.0,0.725718,0.917801,0.769231,0.919075,0.74026,0.95863,0.989583,0.977717,0.972043,0.761905,0.711765,0.220359,0.786278,0.855072,0.425517,0.824427,0.735632,0.915584,0.970803,0.765,0.71,0.677419,0.733333,0.603125,0.671233,0.802667,0.972222,0.986708,0.970803,0.95023,0.747456,0.859783,0.785714,0.772727,0.617647,0.95614,0.978723,0.759637,0.843894,0.981757,0.926562,0.867717,0.55,0.781081,0.740741,0.681159,0.942494,0.645161,0.350168,0.65625
